run_id,makespan,energy,utilization,sla_violation,F,w1_ms,w2_en,w3_ruDown,w4_sla,row_index
379.0,747.53,456570.47,0.8961,0.0295,0.10242703844096443,0.46866816395569766,0.09187815679186613,0.197677716258983,0.2417759629934532,379
451.0,864.71,452071.83,0.9181,0.001,0.07784459044914312,0.013330767443882018,0.34148150665293486,0.6227333076279054,0.022454418275277867,451
451.0,864.71,452071.83,0.9181,0.001,0.11949782108245183,0.19305555610992023,0.3205001369517756,0.3449679934201134,0.14147631351819076,451
379.0,747.53,456570.47,0.8961,0.0295,0.10650173183540543,0.4445359818144302,0.12767201611332063,0.2071646031379439,0.2206273989343054,379
379.0,747.53,456570.47,0.8961,0.0295,0.07693721652826317,0.5623397096646237,0.06903895025606836,0.23789914592799813,0.13072219415131,379
451.0,864.71,452071.83,0.9181,0.001,0.06469539069415861,0.10476256743991215,0.16053901518886632,0.42453439512277197,0.31016402224844963,451
451.0,864.71,452071.83,0.9181,0.001,0.036773472304223585,0.10977456373712961,0.010645982733183604,0.4645210019622128,0.41505845156747395,451
451.0,864.71,452071.83,0.9181,0.001,0.07289469036987709,0.16293795736779798,0.11210049326841622,0.6163837591547093,0.10857779020907637,451
451.0,864.71,452071.83,0.9181,0.001,0.09911088400457717,0.018112370438022128,0.4473537514395141,0.5269101216235847,0.0076237564988791365,451
19.0,826.59,403180.9,0.8588,0.0519,0.14699053988944616,0.21275559155270485,0.5125101061128539,0.08178416059042898,0.19295014174401232,19
451.0,864.71,452071.83,0.9181,0.001,0.08015177350315399,0.07121850256813093,0.3053672393086437,0.031107454422962717,0.5923068037002626,451
19.0,826.59,403180.9,0.8588,0.0519,0.1259643862432238,0.31612086732186245,0.5074245433830713,0.06921353853684874,0.10724105075821745,19
379.0,747.53,456570.47,0.8961,0.0295,0.1452572086737894,0.2706875200225383,0.450673051174237,0.17115090021586984,0.10748852858735486,379
451.0,864.71,452071.83,0.9181,0.001,0.05838420666701885,0.000331446856801545,0.2774640400358108,0.31435736193119396,0.4078471511761936,451
379.0,747.53,456570.47,0.8961,0.0295,0.09311837798325065,0.5749634120607946,0.24533424740433976,0.018376344620705976,0.16132599591415955,379
451.0,864.71,452071.83,0.9181,0.001,0.0921167100512586,0.12897352421284497,0.28279443423192946,0.10473149150277075,0.4835005500524549,451
379.0,747.53,456570.47,0.8961,0.0295,0.09208436866706057,0.5559806291792029,0.005799274932192599,0.1123695135392145,0.32585058234939007,379
379.0,747.53,456570.47,0.8961,0.0295,0.06990188620204513,0.6495853419808673,0.14152307546307832,0.09356562887690173,0.11532595367915281,379
451.0,864.71,452071.83,0.9181,0.001,0.04613028552264827,0.025194220803531047,0.18451781802794556,0.25948689981153567,0.5308010613569877,451
613.0,875.41,416324.64,0.837,0.0227,0.1423704473814478,0.18946212429012962,0.49589637030451095,0.01433395296237408,0.3003075524429854,613
451.0,864.71,452071.83,0.9181,0.001,0.06929431227779852,0.018857830830212415,0.31480269742899747,0.1707969666984066,0.49554250504238356,451
451.0,864.71,452071.83,0.9181,0.001,0.12076165329580248,0.303203539620939,0.1771183663752616,0.32655801787377087,0.19312007613002868,451
379.0,747.53,456570.47,0.8961,0.0295,0.09117071555284285,0.4991513567534719,0.053960831504556446,0.2452883711282329,0.20159944061373872,379
451.0,864.71,452071.83,0.9181,0.001,0.14992512401744215,0.23444788978043452,0.42611153458054335,0.18125384324630592,0.15818673239271605,451
451.0,864.71,452071.83,0.9181,0.001,0.034860432588456905,0.08730774596491764,0.022786763141075802,0.63284001318648,0.2570654777075267,451
379.0,747.53,456570.47,0.8961,0.0295,0.09550043220855034,0.5174784226639282,0.13592307587311603,0.146115074777949,0.20048342668500663,379
379.0,747.53,456570.47,0.8961,0.0295,0.09638467791549252,0.37946769978976014,0.10669878104018693,0.4622406642119305,0.051592854958122554,379
451.0,864.71,452071.83,0.9181,0.001,0.09910458112587907,0.2737359011342257,0.10842897174967892,0.32136924631586716,0.29646588080022823,451
451.0,864.71,452071.83,0.9181,0.001,0.06846170516885275,0.08667321938377257,0.20178627660514703,0.4718242020005822,0.23971630201049807,451
451.0,864.71,452071.83,0.9181,0.001,0.06498048943556134,0.09056638487663829,0.1866933002205723,0.32509995898704824,0.39764035591574104,451
379.0,747.53,456570.47,0.8961,0.0295,0.07251094169235749,0.5886903731832008,0.08369014953123402,0.21841056968921635,0.10920890759634874,379
19.0,826.59,403180.9,0.8588,0.0519,0.1463523172736291,0.24534653122516395,0.49079096927580196,0.10883652561333418,0.15502597388569989,19
451.0,864.71,452071.83,0.9181,0.001,0.11528371719037825,0.14830212837118603,0.35619524658528523,0.42552538638489973,0.06997723865862895,451
379.0,747.53,456570.47,0.8961,0.0295,0.11190184342471997,0.4961145212995458,0.20164946919046337,0.021541239724926546,0.2806947697850643,379
451.0,864.71,452071.83,0.9181,0.001,0.08361023238854243,0.031123637454726974,0.3621991035269521,0.32241079792227295,0.2842664610960479,451
451.0,864.71,452071.83,0.9181,0.001,0.06698188397556075,0.19045427673358548,0.0640946894585321,0.24990128026569716,0.4955497535421854,451
451.0,864.71,452071.83,0.9181,0.001,0.1288215048324755,0.09554269083384925,0.5173255989591906,0.03796825416884743,0.3491634560381128,451
451.0,864.71,452071.83,0.9181,0.001,0.07243202471459925,0.2143111568748765,0.04011003598403397,0.6041767843014708,0.1414020228396189,451
379.0,747.53,456570.47,0.8961,0.0295,0.08023513683499309,0.5536275182835194,0.05598897487167005,0.2274439630437727,0.16293954380103787,379
451.0,864.71,452071.83,0.9181,0.001,0.10218886812995051,0.1777036042410815,0.2558214968915604,0.3137260729947723,0.2527488258725858,451
613.0,875.41,416324.64,0.837,0.0227,0.11978915845485805,0.08725303183179224,0.5881238905332818,0.017806998779091622,0.30681607885583434,613
451.0,864.71,452071.83,0.9181,0.001,0.07773934449173468,0.07114393331878395,0.28422445650396905,0.2016710113493302,0.44296059882791683,451
451.0,864.71,452071.83,0.9181,0.001,0.10025384178910639,0.20870607978070724,0.206221998773242,0.2649705004698717,0.3201014209761791,451
451.0,864.71,452071.83,0.9181,0.001,0.14709924780539266,0.2390359090258029,0.4034170880727341,0.2217757117799721,0.13577129112149083,451
451.0,864.71,452071.83,0.9181,0.001,0.08101506484745935,0.2227833060105096,0.07399947689203548,0.5633817134296836,0.13983550366777148,451
451.0,864.71,452071.83,0.9181,0.001,0.13870589624184093,0.081271899513863,0.5769120685357222,0.22271329973927967,0.11910273221113517,451
379.0,747.53,456570.47,0.8961,0.0295,0.11898796225024873,0.41852764521055624,0.08836780718510483,0.1497254857944648,0.34337906180987415,379
451.0,864.71,452071.83,0.9181,0.001,0.12950021623601546,0.19596172581439902,0.36960096362727257,0.29605845127455016,0.1383788592837782,451
451.0,864.71,452071.83,0.9181,0.001,0.034556946252144415,0.07933929751112914,0.06341960493166754,0.045033128127736764,0.8122079694294666,451
379.0,747.53,456570.47,0.8961,0.0295,0.11883797486586116,0.4020260313290553,0.1268202433450868,0.18312097558778806,0.28803274973806986,379
451.0,864.71,452071.83,0.9181,0.001,0.12891749031041888,0.3331554243762136,0.1889718218993382,0.10683905568122866,0.3710336980432196,451
379.0,747.53,456570.47,0.8961,0.0295,0.09483310038256765,0.4792347436566461,0.20690579256632294,0.2296971952902394,0.08416226848679155,379
19.0,826.59,403180.9,0.8588,0.0519,0.09884995531292984,0.23672320297474675,0.6234587125638806,0.03455652445060939,0.10526156001076334,19
451.0,864.71,452071.83,0.9181,0.001,0.10101156091418584,0.3110452651742515,0.06422563328716974,0.3734305696309123,0.2512985319076664,451
451.0,864.71,452071.83,0.9181,0.001,0.05754395399206388,0.007493402716652829,0.26030181355856885,0.3730391510399661,0.3591656326848122,451
451.0,864.71,452071.83,0.9181,0.001,0.07572776926954843,0.2423418344025159,0.03505027885314695,0.29073837952706155,0.43186950721727546,451
379.0,747.53,456570.47,0.8961,0.0295,0.09727677914069163,0.4041197106694583,0.06565994862057596,0.4029845932529719,0.12723574745699398,379
379.0,747.53,456570.47,0.8961,0.0295,0.11934934254061376,0.2692147023097222,0.22914839152759112,0.46910891417558737,0.032527991987099304,379
19.0,826.59,403180.9,0.8588,0.0519,0.1262037956010331,0.38126086456050945,0.4692667431950244,0.07506414982146618,0.07440824242299994,19
379.0,747.53,456570.47,0.8961,0.0295,0.04967384834301212,0.6525382346644903,0.012376024225972893,0.3094292498640514,0.025656491245485497,379
379.0,747.53,456570.47,0.8961,0.0295,0.12486114851512953,0.4403369403383283,0.2573642394616513,0.012698411453836645,0.2896004087461837,379
451.0,864.71,452071.83,0.9181,0.001,0.1348001164527338,0.26219132700634407,0.3102088248043133,0.21147898628410589,0.21612086190523677,451
451.0,864.71,452071.83,0.9181,0.001,0.12959823562484027,0.20000785560967868,0.37618508789934313,0.07742964245590667,0.3463774140350716,451
451.0,864.71,452071.83,0.9181,0.001,0.06845862645471147,0.05554835725998186,0.2612006295256312,0.15525354633444602,0.5279974668799408,451
451.0,864.71,452071.83,0.9181,0.001,0.10460722071053632,0.2861657459613461,0.10731728633335515,0.5445798361630698,0.061937131542228845,451
451.0,864.71,452071.83,0.9181,0.001,0.04305201812368509,0.03260262792677914,0.15573479736279747,0.31796959501007255,0.49369297970035086,451
19.0,826.59,403180.9,0.8588,0.0519,0.030705694596030224,0.13612610040490708,0.8474116648167449,0.013702131984873751,0.0027601027934742793,19
451.0,864.71,452071.83,0.9181,0.001,0.09707444701113362,0.2896172847155756,0.06690216306054324,0.5009094319658114,0.1425711202580698,451
451.0,864.71,452071.83,0.9181,0.001,0.0691606147540705,0.04538677367653892,0.2854128592620306,0.02807343965155241,0.6411269274098782,451
379.0,747.53,456570.47,0.8961,0.0295,0.0925852432249363,0.4322630893673114,0.023685010127471977,0.3913575931119024,0.1526943073933143,379
451.0,864.71,452071.83,0.9181,0.001,0.05683810574141671,0.04816421297782352,0.22000766794925947,0.017145648768890097,0.7146824703040269,451
379.0,747.53,456570.47,0.8961,0.0295,0.1328355097718144,0.3537619919650514,0.3791873472302491,0.11394628569170316,0.15310437511299635,379
19.0,826.59,403180.9,0.8588,0.0519,0.10541282614352138,0.37097622109752654,0.5218384333938927,0.09212913890597754,0.015056206602603017,19
19.0,826.59,403180.9,0.8588,0.0519,0.12314580062757059,0.10578616530952013,0.6033922948858997,0.2246883304712507,0.06613320933332946,19
451.0,864.71,452071.83,0.9181,0.001,0.11016344630815651,0.1971321132492521,0.28075845667285454,0.1015876250239783,0.42052180505391507,451
379.0,747.53,456570.47,0.8961,0.0295,0.09186872329882592,0.49250859185848817,0.07788987928339217,0.24978431389932879,0.17981721495879077,379
379.0,747.53,456570.47,0.8961,0.0295,0.10200428678318917,0.4703821164787818,0.03695005795689817,0.2070081419163885,0.2856596836479315,379
451.0,864.71,452071.83,0.9181,0.001,0.14037236774808987,0.1980146101627536,0.436626899668218,0.01457643655778636,0.3507820536112421,451
451.0,864.71,452071.83,0.9181,0.001,0.09118062610039179,0.0977389393317578,0.3006291828127966,0.4843150042162332,0.11731687363921253,451
451.0,864.71,452071.83,0.9181,0.001,0.009684818697426555,0.008898238326525863,0.024082725243177172,0.23719975076549146,0.7298192856648055,451
451.0,864.71,452071.83,0.9181,0.001,0.04551291553136244,0.0002808422799087094,0.1902659981998431,0.7339242988176211,0.07552886070262699,451
451.0,864.71,452071.83,0.9181,0.001,0.06782310398663266,0.21907580202481458,0.03587629526059087,0.12381454923711376,0.6212333534774808,451
451.0,864.71,452071.83,0.9181,0.001,0.04676161333672011,0.09643601190212635,0.08411164702115151,0.3741353718003752,0.44531696927634695,451
379.0,747.53,456570.47,0.8961,0.0295,0.12367877292630591,0.3925653496124831,0.08150596818831224,0.1643903169533122,0.3615383652458925,379
379.0,747.53,456570.47,0.8961,0.0295,0.11789394019723787,0.40850931242987154,0.15194798811678364,0.17331792015547504,0.2662247792978699,379
379.0,747.53,456570.47,0.8961,0.0295,0.12932302314549177,0.40970694314549155,0.35850077015031495,0.022578971440707623,0.20921331526348586,379
451.0,864.71,452071.83,0.9181,0.001,0.05048339704906574,0.02707571350954822,0.17932893300506197,0.7217290265062984,0.07186632697909139,451
451.0,864.71,452071.83,0.9181,0.001,0.036933045009723386,0.01492823403497818,0.1365841976375806,0.5522480103872379,0.29623955794020335,451
19.0,826.59,403180.9,0.8588,0.0519,0.1439976070871457,0.22712841836127987,0.49801534838232353,0.15569906970400305,0.11915716355239364,19
451.0,864.71,452071.83,0.9181,0.001,0.06609866541377521,0.13100030630525542,0.1284967116703632,0.48503246242210873,0.2554705196022726,451
451.0,864.71,452071.83,0.9181,0.001,0.07744685890707576,0.032526223600278806,0.327792859651125,0.3484245937630656,0.29125632298553056,451
451.0,864.71,452071.83,0.9181,0.001,0.11121669825431327,0.15556582699248336,0.3351851436801421,0.24774176004117296,0.26150726928620166,451
451.0,864.71,452071.83,0.9181,0.001,0.0480170680175535,0.07813090810823876,0.09170743631947671,0.8214963158902729,0.008665339682011572,451
451.0,864.71,452071.83,0.9181,0.001,0.1123772404080994,0.3076022640194215,0.12170730774102269,0.4596823728890635,0.11100805535049237,451
19.0,826.59,403180.9,0.8588,0.0519,0.054049402963553095,0.14172888610014267,0.7775701716159046,0.07124699906039815,0.009453943223554508,19
451.0,864.71,452071.83,0.9181,0.001,0.056268903028502903,0.11637079048366775,0.09136157677674732,0.6270040612127793,0.16526357152680565,451
451.0,864.71,452071.83,0.9181,0.001,0.03278246919227487,0.05149387420737143,0.08931520812219795,0.10626478610187821,0.7529261315685524,451
451.0,864.71,452071.83,0.9181,0.001,0.12785438248657852,0.10465690153212076,0.4887233123762825,0.24949241482919582,0.15712737126240092,451
19.0,826.59,403180.9,0.8588,0.0519,0.08909392823256566,0.3539820429734487,0.5802101806890435,0.039868070584690884,0.02593970575281681,19
451.0,864.71,452071.83,0.9181,0.001,0.06351451680807185,0.21128127194146798,0.018170225696717633,0.2484810362706729,0.5220674660911414,451
451.0,864.71,452071.83,0.9181,0.001,0.10824930861077406,0.0834708540664218,0.4207408258483258,0.21261917449724502,0.2831691455880075,451
451.0,864.71,452071.83,0.9181,0.001,0.07351907398406297,0.24142873610395849,0.01502989913065854,0.4811078007328766,0.26243356403250645,451
451.0,864.71,452071.83,0.9181,0.001,0.052221409160785486,0.016862890914867548,0.23612584956900534,0.08145431739754233,0.6655569421185848,451
451.0,864.71,452071.83,0.9181,0.001,0.04946157670499332,0.10713969194705877,0.0965453541035589,0.12109805893736944,0.6752168950120129,451
379.0,747.53,456570.47,0.8961,0.0295,0.07073103096594457,0.6774073538908012,0.1687990077901018,0.016268594789062087,0.13752504353003472,379
19.0,826.59,403180.9,0.8588,0.0519,0.10652782116494326,0.32874501039728654,0.5410593848176268,0.10170374199254478,0.02849186279254193,19
451.0,864.71,452071.83,0.9181,0.001,0.11981654478994291,0.15362586545510037,0.38217315025405313,0.23017607970002668,0.23402490459081987,451
451.0,864.71,452071.83,0.9181,0.001,0.08722741194196423,0.29645113195274764,0.023100467577155694,0.21427019069429146,0.4661782097758053,451
19.0,826.59,403180.9,0.8588,0.0519,0.1286089186519621,0.10526592611194185,0.6158523277481931,0.08753161478568317,0.191350131354182,19
451.0,864.71,452071.83,0.9181,0.001,0.06357154762931878,0.13409535950442675,0.10032556384586913,0.6953089425182788,0.07027013413142524,451
379.0,747.53,456570.47,0.8961,0.0295,0.03386611398229767,0.8473859082636686,0.10102517044659749,0.00016683693277724568,0.05142208435695675,379
379.0,747.53,456570.47,0.8961,0.0295,0.13150724526546237,0.33066636059325116,0.20395405938592398,0.20975618435910004,0.25562339566172476,379
451.0,864.71,452071.83,0.9181,0.001,0.08547658608072532,0.23749021601446893,0.0997761148363589,0.12358719359612204,0.5391464755530502,451
613.0,875.41,416324.64,0.837,0.0227,0.12411473036437866,0.12730308048456335,0.6016590506019,0.022259787601390954,0.24877808131214568,613
379.0,747.53,456570.47,0.8961,0.0295,0.14383587848120621,0.2951113971985045,0.37196595318859205,0.14168773847441699,0.19123491113848656,379
379.0,747.53,456570.47,0.8961,0.0295,0.11185243217123861,0.3542062232729609,0.0683108181651468,0.3732438144686343,0.20423914409325797,379
19.0,826.59,403180.9,0.8588,0.0519,0.13684967968053685,0.13730402488915322,0.5786932779619082,0.08430450939159728,0.19969818775734136,19
19.0,826.59,403180.9,0.8588,0.0519,0.12339972363077205,0.1783481480828684,0.5980292971644057,0.02997486533510143,0.19364768941762442,19
379.0,747.53,456570.47,0.8961,0.0295,0.08982473137981441,0.5716432314523807,0.201943055449545,0.06604415077227209,0.16036956232580202,379
379.0,747.53,456570.47,0.8961,0.0295,0.11698790148223358,0.3878160069841194,0.25269341825324937,0.21364176462143272,0.14584881014119858,379
451.0,864.71,452071.83,0.9181,0.001,0.11897584080717563,0.050945483181367233,0.5295692111253358,0.02108490121061367,0.3984004044826833,451
379.0,747.53,456570.47,0.8961,0.0295,0.14384246956340394,0.25157574075188965,0.415343132350889,0.23540866404978036,0.097672462847441,379
379.0,747.53,456570.47,0.8961,0.0295,0.07394286686990706,0.4785145371021414,0.034656125680659546,0.46780967066666684,0.019019666550532076,379
379.0,747.53,456570.47,0.8961,0.0295,0.10433237148999605,0.5310826981856788,0.14839794508305032,0.024596264651014832,0.295923092080256,379
379.0,747.53,456570.47,0.8961,0.0295,0.1123249134601911,0.4441214313059383,0.05337229032284391,0.16247725466892124,0.3400290237022967,379
451.0,864.71,452071.83,0.9181,0.001,0.049584635872356564,0.031165959319012036,0.1902979322130026,0.3249220059334245,0.45361410253456075,451
451.0,864.71,452071.83,0.9181,0.001,0.10759285298928814,0.06099274652814654,0.4331270614994641,0.4958563595387921,0.010023832433597193,451
451.0,864.71,452071.83,0.9181,0.001,0.10746679691948124,0.18528351102650426,0.274666207223513,0.2651569046092656,0.2748933771407172,451
451.0,864.71,452071.83,0.9181,0.001,0.11503262784839056,0.25473950188564026,0.22125548845278176,0.20010022937545877,0.3239047802861192,451
379.0,747.53,456570.47,0.8961,0.0295,0.07731699903852422,0.5684536988558208,0.12556351439435656,0.21057675292932826,0.09540603382049453,379
379.0,747.53,456570.47,0.8961,0.0295,0.12929218901586795,0.2927308229057664,0.33326916457393696,0.2983654818426377,0.0756345306776589,379
379.0,747.53,456570.47,0.8961,0.0295,0.09980206500449461,0.41150899754107456,0.0961252203412877,0.3556675511525642,0.13669823096507344,379
451.0,864.71,452071.83,0.9181,0.001,0.0740737220940484,0.16541941111223685,0.13836615640167804,0.17050812175664193,0.5257063107294431,451
451.0,864.71,452071.83,0.9181,0.001,0.08495593628068056,0.16061963509475133,0.19030696142600598,0.34998755048285535,0.29908585299638724,451
379.0,747.53,456570.47,0.8961,0.0295,0.13380369621922666,0.3725425360503506,0.32614525974502157,0.06953872427658456,0.2317734799280432,379
451.0,864.71,452071.83,0.9181,0.001,0.09502388339068604,0.2652596670226755,0.10444935512714225,0.22709009696090796,0.40320088088927436,451
451.0,864.71,452071.83,0.9181,0.001,0.08042979439924755,0.18977874710620238,0.1403757911059375,0.10902201694653016,0.56082344484133,451
451.0,864.71,452071.83,0.9181,0.001,0.1339566381322799,0.3250215211457632,0.2293812325668582,0.034479213313227536,0.411118032974151,451
379.0,747.53,456570.47,0.8961,0.0295,0.13332450108340163,0.3607760179047186,0.2616329007112199,0.11228339438808405,0.26530768699597745,379
451.0,864.71,452071.83,0.9181,0.001,0.1370854520779786,0.16820626444607917,0.45316230749776104,0.15880901982352497,0.21982240823263488,451
379.0,747.53,456570.47,0.8961,0.0295,0.06951513031582734,0.5525476777875955,0.04351340358554842,0.3387063199642286,0.06523259866262743,379
451.0,864.71,452071.83,0.9181,0.001,0.010096244462516316,0.014508272762498256,0.01984523393140436,0.21155755390919803,0.7540889393968994,451
451.0,864.71,452071.83,0.9181,0.001,0.0891078189568395,0.22832536205484216,0.12309736492945333,0.2654815825822429,0.3830956904334614,451
451.0,864.71,452071.83,0.9181,0.001,0.0851581687621734,0.10172622656803344,0.26930494916289616,0.3992327290319525,0.2297360952371179,451
19.0,826.59,403180.9,0.8588,0.0519,0.12446169571969037,0.3362294639311508,0.5095668082866888,0.016073757992756014,0.1381299697894046,19
451.0,864.71,452071.83,0.9181,0.001,0.0969901776525241,0.08959404640962423,0.3457385969399065,0.3969657947405699,0.16770156190989932,451
379.0,747.53,456570.47,0.8961,0.0295,0.1071490782689878,0.43698118118836216,0.33713444912730384,0.18354891286900507,0.04233545681532907,379
451.0,864.71,452071.83,0.9181,0.001,0.0490607201569262,0.014628496534289007,0.20293141026294761,0.4632129125437826,0.3192271806589808,451
451.0,864.71,452071.83,0.9181,0.001,0.06132524749872258,0.21376098891528753,0.008439153520717065,0.1599029987444789,0.6178968588195165,451
19.0,826.59,403180.9,0.8588,0.0519,0.1359822238219323,0.12481054847254112,0.5848418927224482,0.10022888410841209,0.1901186746965986,19
451.0,864.71,452071.83,0.9181,0.001,0.05645469353339942,0.006665973146142978,0.2384388221978319,0.7020811681199715,0.05281403653605363,451
19.0,826.59,403180.9,0.8588,0.0519,0.08409265532413072,0.09911799908589984,0.7409356688208705,0.00795063255556611,0.15199569953766343,19
379.0,747.53,456570.47,0.8961,0.0295,0.1250581493661518,0.2749321988781011,0.24627839896026368,0.39619384945844294,0.08259555270319242,379
451.0,864.71,452071.83,0.9181,0.001,0.08586286492714046,0.20424728239606008,0.1250300512578017,0.5408268072421537,0.1298958591039845,451
451.0,864.71,452071.83,0.9181,0.001,0.10755398422951713,0.08506048390625669,0.4170393289777725,0.17533297362900124,0.32256721348696954,451
19.0,826.59,403180.9,0.8588,0.0519,0.12444080956857581,0.09417532661400724,0.6091490410804457,0.21188212076585122,0.0847935115396959,19
451.0,864.71,452071.83,0.9181,0.001,0.1313648736763049,0.21701985161273524,0.3618354191569101,0.07712653209466602,0.3440181971356887,451
451.0,864.71,452071.83,0.9181,0.001,0.11601818181610295,0.1349232400071793,0.3761608277940187,0.4640745810759273,0.024841351122874753,451
451.0,864.71,452071.83,0.9181,0.001,0.1154243584306208,0.2662052744607541,0.20578958005868703,0.23304008518839317,0.2949650602921656,451
451.0,864.71,452071.83,0.9181,0.001,0.10410085781760611,0.12554589509134526,0.32477243587780624,0.5408100311939952,0.008871637836853173,451
451.0,864.71,452071.83,0.9181,0.001,0.0979277585311423,0.03697493508500732,0.43765269810410745,0.11165497757651643,0.4137173892343686,451
379.0,747.53,456570.47,0.8961,0.0295,0.11131982133060589,0.49039018747203905,0.3076350902939529,0.023055088717487213,0.1789196335165208,379
451.0,864.71,452071.83,0.9181,0.001,0.03399152805655855,0.09641870096550353,0.004599118072031528,0.6579301349418919,0.2410520460205732,451
19.0,826.59,403180.9,0.8588,0.0519,0.12368657045606139,0.20184527585333045,0.5516753807722468,0.2061840524493687,0.040295290925054086,19
379.0,747.53,456570.47,0.8961,0.0295,0.11662576094572585,0.4126066296680893,0.34897636929348796,0.14380162317472225,0.09461537786370047,379
451.0,864.71,452071.83,0.9181,0.001,0.08827854687825436,0.2207462351562926,0.11681904340725553,0.4998849007035411,0.16254982073291088,451
451.0,864.71,452071.83,0.9181,0.001,0.1054734755699396,0.08239218258292592,0.41316490055851784,0.11942398908413536,0.3850189277744209,451
379.0,747.53,456570.47,0.8961,0.0295,0.08823193622455669,0.5878593864522571,0.11571729680165506,0.058568873578918476,0.2378544431671692,379
451.0,864.71,452071.83,0.9181,0.001,0.10115010124977622,0.17673802339208486,0.25635795390963495,0.22991287548848227,0.33699114720979806,451
451.0,864.71,452071.83,0.9181,0.001,0.05020909978800441,0.07457148105286364,0.12689291717478296,0.4594736053567901,0.33906199641556334,451
379.0,747.53,456570.47,0.8961,0.0295,0.10583904202821989,0.421575765615404,0.14295920119614705,0.2644791120952357,0.17098592109321328,379
451.0,864.71,452071.83,0.9181,0.001,0.03380853083838488,0.032581995488103706,0.08877467689224154,0.7004684201891472,0.1781749074305076,451
19.0,826.59,403180.9,0.8588,0.0519,0.13646335693191328,0.13384646402801936,0.5599138915742001,0.20167089702574967,0.10456874737203088,19
451.0,864.71,452071.83,0.9181,0.001,0.08435880110049314,0.18227554301712315,0.16243842822992083,0.2600803769960694,0.39520565175688654,451
451.0,864.71,452071.83,0.9181,0.001,0.06490248900464171,0.0670795892815015,0.23205561904561406,0.06910047728244428,0.6317643143904402,451
451.0,864.71,452071.83,0.9181,0.001,0.040113280803783666,0.03968086768501094,0.1333025570316817,0.2787685316833275,0.5482480435999799,451
379.0,747.53,456570.47,0.8961,0.0295,0.1046194988699323,0.4999322709233445,0.07199342111473452,0.1066405514384525,0.32143375652346856,379
19.0,826.59,403180.9,0.8588,0.0519,0.09181735746310138,0.2841756972966772,0.6174157444878666,0.014758766934013658,0.08364979128144248,19
451.0,864.71,452071.83,0.9181,0.001,0.09581927596203772,0.2339475316643336,0.14633718283728375,0.32068027786059167,0.2990350076377909,451
379.0,747.53,456570.47,0.8961,0.0295,0.09608299999697693,0.5448335406165489,0.027540746144027396,0.09482493599304466,0.33280077724637924,379
451.0,864.71,452071.83,0.9181,0.001,0.053551138319232285,0.12038926462067877,0.0918121744971449,0.25721941435819556,0.5305791465239809,451
157.0,778.81,488654.45,0.8697,0.0096,0.0912949364442413,0.4692785850018397,0.07041915726783493,0.0026893138175821973,0.4576129439127431,157
19.0,826.59,403180.9,0.8588,0.0519,0.05568961913390951,0.09141816690124176,0.8007210423062754,0.07721985888271027,0.030640931909772677,19
451.0,864.71,452071.83,0.9181,0.001,0.07279465148406765,0.10889878707111146,0.20420272970279452,0.2656138624321981,0.42128462079389606,451
379.0,747.53,456570.47,0.8961,0.0295,0.07445561320603003,0.5863398548369865,0.04116899394171786,0.21155067936058342,0.16094047186071214,379
451.0,864.71,452071.83,0.9181,0.001,0.06516462867603248,0.1985222894207703,0.04380320465742547,0.2513974682859013,0.5062770376359028,451
451.0,864.71,452071.83,0.9181,0.001,0.14037374509077444,0.17479627925005017,0.4658903864483751,0.06192528990578879,0.2973880443957861,451
451.0,864.71,452071.83,0.9181,0.001,0.1062678192719563,0.1516930385836149,0.30882175731766953,0.3735204453919144,0.1659647587068011,451
379.0,747.53,456570.47,0.8961,0.0295,0.12928593580872177,0.3736053326418345,0.3985666495828071,0.10004144849785217,0.12778656927750642,379
379.0,747.53,456570.47,0.8961,0.0295,0.13477884332581438,0.38014621847243046,0.399774684131786,0.0300027247831415,0.19007637261264201,379
157.0,778.81,488654.45,0.8697,0.0096,0.08989027008319603,0.45252931374751415,0.012808402868140913,0.07235710581321148,0.46230517757113343,157
613.0,875.41,416324.64,0.837,0.0227,0.11696108488016893,0.0003043538121980489,0.6264695714617596,0.06106181200862025,0.312164262717422,613
451.0,864.71,452071.83,0.9181,0.001,0.10062844743078261,0.13627453676521187,0.3121822791724779,0.17195633028226254,0.37958685378004775,451
379.0,747.53,456570.47,0.8961,0.0295,0.10149949222042584,0.5193428632785574,0.3872947983517588,0.04044857490288447,0.05291376346679927,379
451.0,864.71,452071.83,0.9181,0.001,0.10811333645540526,0.2755794523061695,0.13946759334286404,0.5451574424345026,0.03979551191646377,451
157.0,778.81,488654.45,0.8697,0.0096,0.09247426141276371,0.3721425608486761,0.010196769563214667,0.08899415965992673,0.5286665099281825,157
451.0,864.71,452071.83,0.9181,0.001,0.06968107860985699,0.10595522990144454,0.1841380547555703,0.42319920313366616,0.286707512209319,451
451.0,864.71,452071.83,0.9181,0.001,0.07033687182764872,0.17198107754997727,0.11233039366865115,0.13662472404972176,0.5790638047316498,451
451.0,864.71,452071.83,0.9181,0.001,0.09700900801358277,0.0883822400285321,0.3449248385650365,0.44523890239891123,0.12145401900752033,451
451.0,864.71,452071.83,0.9181,0.001,0.0922330974757483,0.15133337292018684,0.23939164789585896,0.35652686285069524,0.252748116333259,451
